214,Tawny Pipit,
215,Tree Pipit,
216,Olive-backed Pipit,
217,pipit sp.,
218,Red-headed Bunting,
219,House Sparrow,
220,Streaked Weaver,
221,Baya Weaver,
222,Red Avadavat,
223,Indian Silverbill,
224,Scaly-breasted Munia,
225,Tricolored Munia,
226,estrildid finch sp.,
227,bird sp.,
